(3, 6939)|219
(42, 293)|1|6
(42, 701)|1|6|8|15
(42, 1239)|1|6|8|15|19|125|5
(42, 1273)|1|6|15|19|38|5
(42, 1280)|5
(42, 1403)|392
(42, 1828)|1|6|8|15|19|125|219
(42, 1916)|15
(42, 2152)|6|8|19|5
(42, 2497)|1|6|8|38|86
(42, 3223)|1|15|19
(42, 3257)|1|6|8|15|19|38|86|125|219|392|5|171
(42, 3280)|547
(42, 3292)|1
(42, 3303)|1|19
(42, 3320)|1|8|5
(42, 3491)|1|6|8|15|19|86|125
(42, 4181)|19|86|125
(42, 4637)|1|6|8|19|5
(42, 4826)|6|19
(42, 5645)|392|3785
(42, 5650)|1|38|86|5
(42, 6079)|1|38|219
(42, 6082)|125
(42, 6233)|6
(42, 6461)|1|6|8|15|125|5
(42, 6762)|1|8|15|19|5
(42, 6830)|1|6|15|38
(42, 6939)|1|6|8|15|19|38|86|125|219|5|171|547|3785
(42, 7473)|19|5
(42, 7545)|6|19
(42, 7575)|5
(42, 7713)|1|8|19|38|5
(42, 7922)|1|6|8|15|19|86|125|219|5
(42, 8220)|1|6|8|15|19|219
(42, 8298)|547
(42, 8888)|6
(42, 8966)|19
(42, 9268)|19
(42, 9304)|1|6|19
(42, 10886)|1
(42, 11039)|1
(42, 11096)|15|125
(42, 11164)|1|6|19
(42, 11686)|1|15|125|219
(42, 12956)|1|15|19
(42, 13030)|6|15|19
(42, 13760)|1|15|125
(42, 13786)|38|540
(42, 14061)|6
(42, 14537)|19|392
(42, 14630)|1|6|8|125
(42, 14840)|15
(42, 14907)|1
(42, 15412)|1|19|5
(42, 16552)|1|6|15|19|86
(42, 16735)|1|15
(42, 18106)|19
(42, 19151)|1|6|8|15|19|38|125|5
(42, 19653)|1
(42, 20080)|15
(42, 22652)|392
(42, 23367)|8|125
(42, 23473)|19|125
(42, 24482)|6|15|19
(42, 24516)|19
(42, 25885)|1|19
(42, 28329)|15
(42, 29791)|1|6|19|38|125|219|5|171
(42, 32097)|6|547
(42, 33891)|38
(42, 34927)|547
(42, 35280)|1|6
(42, 36351)|1|6|15|19|125|5
(42, 37468)|15|19
(42, 37721)|1
(42, 38136)|6
(42, 38880)|19
(42, 41095)|1|6|8|15|19|38|125|5|510|540
(42, 42473)|1|15
(42, 46450)|1|6|8|38
(42, 47787)|547
(42, 47957)|15
(42, 49434)|547
(42, 50763)|547
(42, 52320)|15
(42, 53828)|19|125
(42, 55222)|1
(42, 57695)|1|6|547
(42, 58057)|547
(42, 58299)|547
(42, 58453)|6|8|15|19|86
(42, 58511)|6|19
(42, 59605)|1
(42, 60171)|1
(42, 61218)|547
(42, 61568)|15
(42, 62513)|392
(42, 63956)|19
(42, 135069)|19
(42, 137409)|1|38
(42, 140627)|547
(42, 199524)|1|6|15|38
(42, 202365)|547
(42, 396998)|6|8|15|38
(42, 397131)|547
(42, 398465)|1|19
(46, 6939)|350|2111
(46, 46450)|350|2111
(57, 4181)|803
(57, 7896)|1069
(57, 11317)|1069
(57, 12042)|803
(57, 40387)|1707|1730
(59, 293)|1707
(62, 6939)|1476|171|402|1481|1488
(62, 14907)|1481
(62, 36351)|402
(62, 46606)|1476
(101, 293)|71
(101, 852)|71
(101, 1798)|275
(101, 1828)|71
(101, 6423)|275
(101, 6939)|71|275
(101, 7575)|71
(101, 10430)|71
(101, 11827)|501
(101, 29791)|71
(101, 35280)|71
(101, 36351)|71
(101, 53828)|71
(101, 58511)|71
(103, 293)|1707
(103, 40387)|1707
(109, 8220)|1|4|6|19
(109, 11164)|1|4|6|19
(111, 10961)|519
(160, 293)|1707
(160, 40387)|1707|1730
(174, 3)|519
(174, 26)|120
(174, 55)|2111
(174, 62)|1476|2302|171|402|1481|1488|1475|1478|1483
(174, 101)|71|275
(174, 111)|519
(174, 376)|392|1944|1967
(174, 549)|775
(174, 577)|1|7|38|71
(174, 701)|1|4|6|7|8|15|16|71|2079|146|519
(174, 800)|1|8|15|86|775|1778
(174, 812)|1|7|38|71|1330|1944|12
(174, 852)|7|10|16|71
(174, 1239)|1|4|6|7|8|15|16|19|71|125|5|389|1946
(174, 1273)|1|6|7|9|15|16|19|38|5|1820
(174, 1299)|1|4|6|7|8|9|10|15|16|19|20|71|86|125|668|775|1177|1476|1619|1778|1917|1922|1928|1929|1944|1976|2011|3362|3363|4371|4421|5|389|572|2084|584|2|23|36|171|275|286|332|363|402|409|440|561|581|582|770|917|940|968|1110|1271|1348|1481|1488|1881|1977|1978|2021|2077|2079|2086|2087|2206|2342|2365|2375|2378|2427|2438|2445|2447|4284|4292|4293|4294|4592|4770|5187|5373|5945|6090|7872
(174, 1351)|519
(174, 1403)|392|1944|1945
(174, 1406)|437
(174, 1422)|542|363
(174, 1448)|539
(174, 1798)|275
(174, 1820)|1|10|16|38|1272|2014|2096
(174, 1828)|1|4|6|7|8|9|10|15|16|19|71|125|775|2111|572|1947|466|2|23|36|363|409|581|770|917|968|1488|1978|2079|2365|2438|5373|3922|3924|3398|2261|437|2374|1820|1382|1698|2469|2542|2593|2645
(174, 1916)|15
(174, 2044)|275
(174, 2497)|1|6|8|38|86
(174, 2516)|6|8|19|1481|1272
(174, 2518)|19
(174, 2519)|19
(174, 2552)|332
(174, 2711)|125
(174, 2731)|7|2378|3313|2377|2018|1828|3666
(174, 2828)|1|4|6|7|8|15|38|86|125|775|5|2079|2113|3920|3922|3923|3924|3925|3926|3927|3928
(174, 2914)|1|4|6|7|8|10|11|15|16|19|20|71|125|668|1619|5|2|440|2206|539|102|410|1111|1112
(174, 3061)|3345|3346
(174, 3257)|1|4|6|7|8|9|10|11|15|16|19|20|38|71|86|125|392|668|775|803|1330|1619|1927|1928|1944|1976|2011|4421|5|12|283|389|542|572|1947|584|3482|2|23|36|171|286|363|440|770|917|940|968|1488|1978|2079|2086|2087|4284|4292|4293|4592|4770|120|176|250|333|403|408|436|531|539|669|670|1021|1038|1096|1152|1221|1272|1404|1419|1440|1475|1539|1594|1671|1967|2578|2686|2955|3014|3313|3398|4443
(174, 3303)|1|16|19
(174, 3320)|1|8|5|2261
(174, 3401)|71|410
(174, 3464)|125|505
(174, 3491)|1|4|6|7|8|10|11|15|16|19|86|125|1778|12|1946
(174, 3512)|125
(174, 3599)|7|466|1384
(174, 3605)|6|19
(174, 3701)|275|2447
(174, 3786)|8|5
(174, 3853)|71|410
(174, 3900)|2342|1720|2340
(174, 4134)|1|6|8|10|15|2447
(174, 4136)|38|1177|579
(174, 4230)|10|15|125
(174, 4474)|71|389|2079
(174, 4508)|392
(174, 4581)|332
(174, 4651)|19
(174, 4764)|19|20
(174, 4766)|8|86|5|2447
(174, 4773)|19
(174, 4775)|19|71|670
(174, 4788)|6
(174, 4837)|6|15|19
